-0,-0,19.2,0.36,0,0.02926318315531,0,-0.015,0.8
-0,-0,19.2,0.36,0.52,0.0307232018170948,0,-0.015,0.8
-0,-0,19.2,0.36,1.04,0.0321832204788808,0,-0.015,0.8
-0,-0,19.2,0.36,1.56,0.0336432391406655,0,-0.015,0.8
-0,-0,19.2,0.72,0,0.0302739653057792,0,-0.03,0.8
-0,-0,19.2,0.72,0.52,0.0317339839675631,0,-0.03,0.8
-0,-0,19.2,0.72,1.04,0.0331940026293431,0,-0.03,0.8
-0,-0,19.2,0.72,1.56,0.0346540212911327,0,-0.03,0.8
-0,-0,19.2,1.08,0,0.0312847474562456,0,-0.045,0.8
-0,-0,19.2,1.08,0.52,0.0327447661180248,0,-0.045,0.8
-0,-0,19.2,1.08,1.04,0.0342047847798119,0,-0.045,0.8
-0,-0,19.2,1.08,1.56,0.0356648034415939,0,-0.045,0.8
0.223,0.003,0,0,0,0.0147485675500862,0,0,0
0.223,0.003,0,0,0.52,0.0162093656837379,0,0,0
0.223,0.003,0,0,1.04,0.0176701638173958,0,0,0
0.223,0.003,0,0,1.56,0.0191309619510519,0,0,0
0.223,0.003,0,0.36,0,0.0157598893349177,0,-0.015,0
0.223,0.003,0,0.36,0.52,0.017220687468587,0,-0.015,0
0.223,0.003,0,0.36,1.04,0.0186814856022339,0,-0.015,0
0.223,0.003,0,0.36,1.56,0.0201422837358819,0,-0.015,0
0.223,0.003,0,0.72,0,0.0167712111197645,0,-0.03,0
0.223,0.003,0,0.72,0.52,0.0182320092534172,0,-0.03,0
0.223,0.003,0,0.72,1.04,0.0196928073870633,0,-0.03,0
0.223,0.003,0,0.72,1.56,0.021153605520715,0,-0.03,0
0.223,0.003,0,1.08,0,0.0177825329046032,0,-0.045,0
0.223,0.003,0,1.08,0.52,0.0192433310382487,0,-0.045,0
0.223,0.003,0,1.08,1.04,0.0207041291719057,0,-0.045,0
0.223,0.003,0,1.08,1.56,0.0221649273055734,0,-0.045,0
0.223,0.003,6.4,0,0,0.0267346035185187,0,0,0.266666666666667
0.223,0.003,6.4,0,0.52,0.0281954016521971,0,0,0.266666666666667
0.223,0.003,6.4,0,1.04,0.0296561997858448,0,0,0.266666666666667
0.223,0.003,6.4,0,1.56,0.0311169979194903,0,0,0.266666666666667
0.223,0.003,6.4,0.36,0,0.0277459253033711,0,-0.015,0.266666666666667
0.223,0.003,6.4,0.36,0.52,0.0292067234370119,0,-0.015,0.266666666666667
0.223,0.003,6.4,0.36,1.04,0.0306675215706787,0,-0.015,0.266666666666667
0.223,0.003,6.4,0.36,1.56,0.0321283197043297,0,-0.015,0.266666666666667
0.223,0.003,6.4,0.72,0,0.0287572470882098,0,-0.03,0.266666666666667
0.223,0.003,6.4,0.72,0.52,0.0302180452218719,0,-0.03,0.266666666666667
0.223,0.003,6.4,0.72,1.04,0.0316788433555161,0,-0.03,0.266666666666667
0.223,0.003,6.4,0.72,1.56,0.0331396414891633,0,-0.03,0.266666666666667
0.223,0.003,6.4,1.08,0,0.0297685688730523,0,-0.045,0.266666666666667
0.223,0.003,6.4,1.08,0.52,0.0312293670066959,0,-0.045,0.266666666666667
0.223,0.003,6.4,1.08,1.04,0.0326901651403502,0,-0.045,0.266666666666667
0.223,0.003,6.4,1.08,1.56,0.034150963274007,0,-0.045,0.266666666666667
0.223,0.003,12.8,0,0,0.0387206394869854,0,0,0.533333333333333
0.223,0.003,12.8,0,0.52,0.0401814376206333,0,0,0.533333333333333
0.223,0.003,12.8,0,1.04,0.041642235754277,0,0,0.533333333333333
0.223,0.003,12.8,0,1.56,0.0431030338879388,0,0,0.533333333333333
0.223,0.003,12.8,0.36,0,0.0397319612718157,0,-0.015,0.533333333333333
0.223,0.003,12.8,0.36,0.52,0.0411927594054648,0,-0.015,0.533333333333333
0.223,0.003,12.8,0.36,1.04,0.0426535575391164,0,-0.015,0.533333333333333
0.223,0.003,12.8,0.36,1.56,0.0441143556727815,0,-0.015,0.533333333333333
0.223,0.003,12.8,0.72,0,0.0407432830566601,0,-0.03,0.533333333333333
0.223,0.003,12.8,0.72,0.52,0.0422040811903039,0,-0.03,0.533333333333333
0.223,0.003,12.8,0.72,1.04,0.0436648793239657,0,-0.03,0.533333333333333
0.223,0.003,12.8,0.72,1.56,0.0451256774576101,0,-0.03,0.533333333333333
0.223,0.003,12.8,1.08,0,0.0417546048414979,0,-0.045,0.533333333333333
0.223,0.003,12.8,1.08,0.52,0.0432154029751594,0,-0.045,0.533333333333333
0.223,0.003,12.8,1.08,1.04,0.04467620110881,0,-0.045,0.533333333333333
0.223,0.003,12.8,1.08,1.56,0.0461369992424632,0,-0.045,0.533333333333333
0.223,0.003,19.2,0,0,0.0507066754554311,0,0,0.8
0.223,0.003,19.2,0,0.52,0.0521674735890729,0,0,0.8
0.223,0.003,19.2,0,1.04,0.053628271722737,0,0,0.8
0.223,0.003,19.2,0,1.56,0.0550890698563994,0,0,0.8
0.223,0.003,19.2,0.36,0,0.0517179972402593,0,-0.015,0.8
0.223,0.003,19.2,0.36,0.52,0.0531787953739101,0,-0.015,0.8
0.223,0.003,19.2,0.36,1.04,0.0546395935075717,0,-0.015,0.8
0.223,0.003,19.2,0.36,1.56,0.056100391641221,0,-0.015,0.8
0.223,0.003,19.2,0.72,0,0.0527293190250998,0,-0.03,0.8
0.223,0.003,19.2,0.72,0.52,0.0541901171587601,0,-0.03,0.8
0.223,0.003,19.2,0.72,1.04,0.0556509152924047,0,-0.03,0.8
0.223,0.003,19.2,0.72,1.56,0.0571117134260753,0,-0.03,0.8
0.223,0.003,19.2,1.08,0,0.0537406408099414,0,-0.045,0.8
0.223,0.003,19.2,1.08,0.52,0.055201438943591,0,-0.045,0.8
0.223,0.003,19.2,1.08,1.04,0.0566622370772525,0,-0.045,0.8
0.223,0.003,19.2,1.08,1.56,0.0581230352109122,0,-0.045,0.8
0.223,0.002,0,0,0,0.0146811460977677,0,0,0
0.223,0.002,0,0,0.52,0.0161419442314214,0,0,0
0.223,0.002,0,0,1.04,0.0176027423650685,0,0,0
0.223,0.002,0,0,1.56,0.0190635404987258,0,0,0
0.223,0.002,0,0.36,0,0.0156924678826008,0,-0.015,0
0.223,0.002,0,0.36,0.52,0.0171532660162563,0,-0.015,0
0.223,0.002,0,0.36,1.04,0.0186140641499018,0,-0.015,0
0.223,0.002,0,0.36,1.56,0.0200748622835733,0,-0.015,0
0.223,0.002,0,0.72,0,0.0167037896674416,0,-0.03,0
0.223,0.002,0,0.72,0.52,0.0181645878010889,0,-0.03,0
0.223,0.002,0,0.72,1.04,0.0196253859347527,0,-0.03,0
0.223,0.002,0,0.72,1.56,0.021086184068397,0,-0.03,0
0.223,0.002,0,1.08,0,0.0177151114522818,0,-0.045,0
0.223,0.002,0,1.08,0.52,0.0191759095859262,0,-0.045,0
0.223,0.002,0,1.08,1.04,0.0206367077195852,0,-0.045,0
0.223,0.002,0,1.08,1.56,0.0220975058532406,0,-0.045,0
0.223,0.002,6.4,0,0,0.0266671820661997,0,0,0.266666666666667
0.223,0.002,6.4,0,0.52,0.0281279801998795,0,0,0.266666666666667
0.223,0.002,6.4,0,1.04,0.0295887783335234,0,0,0.266666666666667
0.223,0.002,6.4,0,1.56,0.0310495764671776,0,0,0.266666666666667
0.223,0.002,6.4,0.36,0,0.0276785038510439,0,-0.015,0.266666666666667
0.223,0.002,6.4,0.36,0.52,0.0291393019846967,0,-0.015,0.266666666666667
0.223,0.002,6.4,0.36,1.04,0.0306001001183627,0,-0.015,0.266666666666667
0.223,0.002,6.4,0.36,1.56,0.0320608982520062,0,-0.015,0.266666666666667
0.223,0.002,6.4,0.72,0,0.0286898256358855,0,-0.03,0.266666666666667
0.223,0.002,6.4,0.72,0.52,0.0301506237695444,0,-0.03,0.266666666666667
0.223,0.002,6.4,0.72,1.04,0.0316114219031893,0,-0.03,0.266666666666667
0.223,0.002,6.4,0.72,1.56,0.0330722200368592,0,-0.03,0.266666666666667
0.223,0.002,6.4,1.08,0,0.0297011474207175,0,-0.045,0.266666666666667
0.223,0.002,6.4,1.08,0.52,0.0311619455543779,0,-0.045,0.266666666666667
0.223,0.002,6.4,1.08,1.04,0.0326227436880241,0,-0.045,0.266666666666667
0.223,0.002,6.4,1.08,1.56,0.0340835418216868,0,-0.045,0.266666666666667
0.223,0.002,12.8,0,0,0.0386532180346612,0,0,0.533333333333333
0.223,0.002,12.8,0,0.52,0.0401140161683133,0,0,0.533333333333333
0.223,0.002,12.8,0,1.04,0.0415748143019644,0,0,0.533333333333333
0.223,0.002,12.8,0,1.56,0.0430356124356201,0,0,0.533333333333333
0.223,0.002,12.8,0.36,0,0.0396645398194972,0,-0.015,0.533333333333333
0.223,0.002,12.8,0.36,0.52,0.0411253379531373,0,-0.015,0.533333333333333
0.223,0.002,12.8,0.36,1.04,0.0425861360867986,0,-0.015,0.533333333333333
0.223,0.002,12.8,0.36,1.56,0.0440469342204534,0,-0.015,0.533333333333333
0.223,0.002,12.8,0.72,0,0.040675861604339,0,-0.03,0.533333333333333
0.223,0.002,12.8,0.72,0.52,0.0421366597379881,0,-0.03,0.533333333333333
0.223,0.002,12.8,0.72,1.04,0.0435974578716404,0,-0.03,0.533333333333333
0.223,0.002,12.8,0.72,1.56,0.0450582560053072,0,-0.03,0.533333333333333
0.223,0.002,12.8,1.08,0,0.0416871833891801,0,-0.045,0.533333333333333
0.223,0.002,12.8,1.08,0.52,0.0431479815228267,0,-0.045,0.533333333333333
0.223,0.002,12.8,1.08,1.04,0.0446087796564671,0,-0.045,0.533333333333333
0.223,0.002,12.8,1.08,1.56,0.0460695777901383,0,-0.045,0.533333333333333
0.223,0.002,19.2,0,0,0.050639254003103,0,0,0.8
0.223,0.002,19.2,0,0.52,0.0521000521367592,0,0,0.8
0.223,0.002,19.2,0,1.04,0.0535608502704085,0,0,0.8
0.223,0.002,19.2,0,1.56,0.0550216484040506,0,0,0.8
0.223,0.002,19.2,0.36,0,0.0516505757879347,0,-0.015,0.8
0.223,0.002,19.2,0.36,0.52,0.0531113739215826,0,-0.015,0.8
0.223,0.002,19.2,0.36,1.04,0.0545721720552594,0,-0.015,0.8
0.223,0.002,19.2,0.36,1.56,0.0560329701889056,0,-0.015,0.8
0.223,0.002,19.2,0.72,0,0.0526618975727807,0,-0.03,0.8
0.223,0.002,19.2,0.72,0.52,0.0541226957064377,0,-0.03,0.8
0.223,0.002,19.2,0.72,1.04,0.0555834938400759,0,-0.03,0.8
0.223,0.002,19.2,0.72,1.56,0.0570442919737459,0,-0.03,0.8
0.223,0.002,19.2,1.08,0,0.0536732193576045,0,-0.045,0.8
0.223,0.002,19.2,1.08,0.52,0.0551340174912575,0,-0.045,0.8
0.223,0.002,19.2,1.08,1.04,0.0565948156249216,0,-0.045,0.8
0.223,0.002,19.2,1.08,1.56,0.0580556137585771,0,-0.045,0.8
0.223,0.001,0,0,0,0.0146137246454383,0,0,0
0.223,0.001,0,0,0.52,0.0160745227790993,0,0,0
0.223,0.001,0,0,1.04,0.0175353209127508,0,0,0
0.223,0.001,0,0,1.56,0.0189961190464128,0,0,0
0.223,0.001,0,0.36,0,0.0156250464302736,0,-0.015,0
0.223,0.001,0,0.36,0.52,0.0170858445639452,0,-0.015,0
0.223,0.001,0,0.36,1.04,0.0185466426975867,0,-0.015,0
0.223,0.001,0,0.36,1.56,0.0200074408312465,0,-0.015,0
0.223,0.001,0,0.72,0,0.0166363682151089,0,-0.03,0
0.223,0.001,0,0.72,0.52,0.0180971663487671,0,-0.03,0
0.223,0.001,0,0.72,1.04,0.0195579644824174,0,-0.03,0
0.223,0.001,0,0.72,1.56,0.0210187626160809,0,-0.03,0
0.223,0.001,0,1.08,0,0.0176476899999593,0,-0.045,0
0.223,0.001,0,1.08,0.52,0.019108488133604,0,-0.045,0
0.223,0.001,0,1.08,1.04,0.0205692862672579,0,-0.045,0
0.223,0.001,0,1.08,1.56,0.0220300844009248,0,-0.045,0
0.223,0.001,6.4,0,0,0.026599760613878,0,0,0.266666666666667
0.223,0.001,6.4,0,0.52,0.0280605587475302,0,0,0.266666666666667
0.223,0.001,6.4,0,1.04,0.0295213568811867,0,0,0.266666666666667
0.223,0.001,6.4,0,1.56,0.0309821550148491,0,0,0.266666666666667
0.223,0.001,6.4,0.36,0,0.0276110823987246,0,-0.015,0.266666666666667
0.223,0.001,6.4,0.36,0.52,0.0290718805323808,0,-0.015,0.266666666666667
0.223,0.001,6.4,0.36,1.04,0.0305326786660379,0,-0.015,0.266666666666667
0.223,0.001,6.4,0.36,1.56,0.0319934767997053,0,-0.015,0.266666666666667
0.223,0.001,6.4,0.72,0,0.0286224041835573,0,-0.03,0.266666666666667
0.223,0.001,6.4,0.72,0.52,0.0300832023172156,0,-0.03,0.266666666666667
0.223,0.001,6.4,0.72,1.04,0.03154400045085,0,-0.03,0.266666666666667
0.223,0.001,6.4,0.72,1.56,0.0330047985845329,0,-0.03,0.266666666666667
0.223,0.001,6.4,1.08,0,0.0296337259683971,0,-0.045,0.266666666666667
0.223,0.001,6.4,1.08,0.52,0.0310945241020542,0,-0.045,0.266666666666667
0.223,0.001,6.4,1.08,1.04,0.0325553222357074,0,-0.045,0.266666666666667
0.223,0.001,6.4,1.08,1.56,0.0340161203693562,0,-0.045,0.266666666666667
0.223,0.001,12.8,0,0,0.0385857965823184,0,0,0.533333333333333
0.223,0.001,12.8,0,0.52,0.0400465947159779,0,0,0.533333333333333
0.223,0.001,12.8,0,1.04,0.0415073928496436,0,0,0.533333333333333
0.223,0.001,12.8,0,1.56,0.0429681909833031,0,0,0.533333333333333
0.223,0.001,12.8,0.36,0,0.0395971183671804,0,-0.015,0.533333333333333
0.223,0.001,12.8,0.36,0.52,0.04105791650083,0,-0.015,0.533333333333333
0.223,0.001,12.8,0.36,1.04,0.042518714634482,0,-0.015,0.533333333333333
0.223,0.001,12.8,0.36,1.56,0.0439795127681281,0,-0.015,0.533333333333333
0.223,0.001,12.8,0.72,0,0.0406084401520099,0,-0.03,0.533333333333333
0.223,0.001,12.8,0.72,0.52,0.0420692382856446,0,-0.03,0.533333333333333
0.223,0.001,12.8,0.72,1.04,0.0435300364192947,0,-0.03,0.533333333333333
0.223,0.001,12.8,0.72,1.56,0.0449908345529844,0,-0.03,0.533333333333333
0.223,0.001,12.8,1.08,0,0.0416197619368372,0,-0.045,0.533333333333333
0.223,0.001,12.8,1.08,0.52,0.0430805600705136,0,-0.045,0.533333333333333
0.223,0.001,12.8,1.08,1.04,0.0445413582041468,0,-0.045,0.533333333333333
0.223,0.001,12.8,1.08,1.56,0.0460021563377952,0,-0.045,0.533333333333333
0.223,0.001,19.2,0,0,0.0505718325507747,0,0,0.8
0.223,0.001,19.2,0,0.52,0.0520326306844347,0,0,0.8
0.223,0.001,19.2,0,1.04,0.0534934288181011,0,0,0.8
0.223,0.001,19.2,0,1.56,0.054954226951751,0,0,0.8
0.223,0.001,19.2,0.36,0,0.0515831543356181,0,-0.015,0.8
0.223,0.001,19.2,0.36,0.52,0.0530439524692735,0,-0.015,0.8
0.223,0.001,19.2,0.36,1.04,0.0545047506029264,0,-0.015,0.8
0.223,0.001,19.2,0.36,1.56,0.0559655487365825,0,-0.015,0.8
0.223,0.001,19.2,0.72,0,0.0525944761204566,0,-0.03,0.8
0.223,0.001,19.2,0.72,0.52,0.0540552742541183,0,-0.03,0.8
0.223,0.001,19.2,0.72,1.04,0.0555160723877437,0,-0.03,0.8
0.223,0.001,19.2,0.72,1.56,0.0569768705214321,0,-0.03,0.8
0.223,0.001,19.2,1.08,0,0.0536057979052945,0,-0.045,0.8
0.223,0.001,19.2,1.08,0.52,0.0550665960389533,0,-0.045,0.8
0.223,0.001,19.2,1.08,1.04,0.0565273941725996,0,-0.045,0.8
0.223,0.001,19.2,1.08,1.56,0.0579881923062639,0,-0.045,0.8
0.223,-0,0,0,0,0.0145463031931213,0,0,0
0.223,-0,0,0,0.52,0.0160071013267661,0,0,0
0.223,-0,0,0,1.04,0.0174678994604361,0,0,0
0.223,-0,0,0,1.56,0.0189286975940855,0,0,0
0.223,-0,0,0.36,0,0.0155576249779667,0,-0.015,0
0.223,-0,0,0.36,0.52,0.0170184231116213,0,-0.015,0
0.223,-0,0,0.36,1.04,0.0184792212452631,0,-0.015,0
0.223,-0,0,0.36,1.56,0.0199400193789308,0,-0.015,0
0.223,-0,0,0.72,0,0.0165689467627942,0,-0.03,0
0.223,-0,0,0.72,0.52,0.0180297448964483,0,-0.03,0
0.223,-0,0,0.72,1.04,0.019490543030097,0,-0.03,0
0.223,-0,0,0.72,1.56,0.0209513411637613,0,-0.03,0
0.223,-0,0,1.08,0,0.0175802685476309,0,-0.045,0
0.223,-0,0,1.08,0.52,0.0190410666812855,0,-0.045,0
0.223,-0,0,1.08,1.04,0.020501864814941,0,-0.045,0
0.223,-0,0,1.08,1.56,0.021962662948591,0,-0.045,0
0.223,-0,6.4,0,0,0.0265323391615736,0,0,0.266666666666667
0.223,-0,6.4,0,0.52,0.0279931372952194,0,0,0.266666666666667
0.223,-0,6.4,0,1.04,0.0294539354288703,0,0,0.266666666666667
0.223,-0,6.4,0,1.56,0.0309147335625172,0,0,0.266666666666667
0.223,-0,6.4,0.36,0,0.0275436609464069,0,-0.015,0.266666666666667
0.223,-0,6.4,0.36,0.52,0.0290044590800667,0,-0.015,0.266666666666667
0.223,-0,6.4,0.36,1.04,0.0304652572137061,0,-0.015,0.266666666666667
0.223,-0,6.4,0.36,1.56,0.0319260553473646,0,-0.015,0.266666666666667
0.223,-0,6.4,0.72,0,0.0285549827312368,0,-0.03,0.266666666666667
0.223,-0,6.4,0.72,0.52,0.0300157808648827,0,-0.03,0.266666666666667
0.223,-0,6.4,0.72,1.04,0.0314765789985466,0,-0.03,0.266666666666667
0.223,-0,6.4,0.72,1.56,0.0329373771321915,0,-0.03,0.266666666666667
0.223,-0,6.4,1.08,0,0.0295663045160889,0,-0.045,0.266666666666667
0.223,-0,6.4,1.08,0.52,0.0310271026497371,0,-0.045,0.266666666666667
0.223,-0,6.4,1.08,1.04,0.0324879007833781,0,-0.045,0.266666666666667
0.223,-0,6.4,1.08,1.56,0.0339486989170462,0,-0.045,0.266666666666667
0.223,-0,12.8,0,0,0.0385183751300121,0,2.17522179100449e-29,0.533333333333333
0.223,-0,12.8,0,0.52,0.0399791732636608,0,0,0.533333333333333
0.223,-0,12.8,0,1.04,0.0414399713973169,0,4.35044358200898e-29,0.533333333333333
0.223,-0,12.8,0,1.56,0.0429007695309732,0,0,0.533333333333333
0.223,-0,12.8,0.36,0,0.0395296969148534,0,-0.015,0.533333333333333
0.223,-0,12.8,0.36,0.52,0.0409904950485138,0,-0.015,0.533333333333333
0.223,-0,12.8,0.36,1.04,0.0424512931821587,0,-0.015,0.533333333333333
0.223,-0,12.8,0.36,1.56,0.0439120913158212,0,-0.015,0.533333333333333
0.223,-0,12.8,0.72,0,0.0405410186996952,0,-0.03,0.533333333333333
0.223,-0,12.8,0.72,0.52,0.0420018168333419,0,-0.03,0.533333333333333
0.223,-0,12.8,0.72,1.04,0.0434626149669975,0,-0.03,0.533333333333333
0.223,-0,12.8,0.72,1.56,0.0449234131006548,0,-0.03,0.533333333333333
0.223,-0,12.8,1.08,0,0.04155234048453,0,-0.045,0.533333333333333
0.223,-0,12.8,1.08,0.52,0.0430131386181728,0,-0.045,0.533333333333333
0.223,-0,12.8,1.08,1.04,0.0444739367518231,0,-0.045,0.533333333333333
0.223,-0,12.8,1.08,1.56,0.0459347348854842,0,-0.045,0.533333333333333
0.223,-0,19.2,0,0,0.0505044110984622,0,1.08761089550224e-28,0.8
0.223,-0,19.2,0,0.52,0.0519652092321076,0,-1.08761089550224e-28,0.8
0.223,-0,19.2,0,1.04,0.0534260073657635,0,1.42324082028614e-28,0.8
0.223,-0,19.2,0,1.56,0.0548868054994187,0,1.08761089550224e-28,0.8
0.223,-0,19.2,0.36,0,0.0515157328832952,0,-0.015,0.8
0.223,-0,19.2,0.36,0.52,0.0529765310169411,0,-0.015,0.8
0.223,-0,19.2,0.36,1.04,0.0544373291506045,0,-0.015,0.8
0.223,-0,19.2,0.36,1.56,0.0558981272842631,0,-0.015,0.8
0.223,-0,19.2,0.72,0,0.0525270546681302,0,-0.03,0.8
0.223,-0,19.2,0.72,0.52,0.0539878528017936,0,-0.03,0.8
0.223,-0,19.2,0.72,1.04,0.0554486509354378,0,-0.03,0.8
0.223,-0,19.2,0.72,1.56,0.0569094490690931,0,-0.03,0.8
0.223,-0,19.2,1.08,0,0.0535383764529681,0,-0.045,0.8
0.223,-0,19.2,1.08,0.52,0.0549991745866258,0,-0.045,0.8
0.223,-0,19.2,1.08,1.04,0.0564599727202858,0,-0.045,0.8
0.223,-0,19.2,1.08,1.56,0.0579207708539449,0,-0.045,0.8
0.148666666666667,0.003,0,0,0,0.00733625863083888,0,0,0
0.148666666666667,0.003,0,0,0.52,0.00879705676449091,0,0,0
0.148666666666667,0.003,0,0,1.04,0.01025785489814,0,0,0
0.148666666666667,0.003,0,0,1.56,0.0117186530318074,0,0,0
0.148666666666667,0.003,0,0.36,0,0.00834758041568136,0,-0.015,0
0.148666666666667,0.003,0,0.36,0.52,0.00980837854933244,0,-0.015,0
0.148666666666667,0.003,0,0.36,1.04,0.0112691766829786,0,-0.015,0
0.148666666666667,0.003,0,0.36,1.56,0.0127299748166407,0,-0.015,0
0.148666666666667,0.003,0,0.72,0,0.00935890220051039,0,-0.03,0
0.148666666666667,0.003,0,0.72,0.52,0.0108197003341641,0,-0.03,0
0.148666666666667,0.003,0,0.72,1.04,0.0122804984678246,0,-0.03,0
0.148666666666667,0.003,0,0.72,1.56,0.0137412966014846,0,-0.03,0
0.148666666666667,0.003,0,1.08,0,0.0103702239853549,0,-0.045,0
0.148666666666667,0.003,0,1.08,0.52,0.0118310221190107,0,-0.045,0
0.148666666666667,0.003,0,1.08,1.04,0.0132918202526629,0,-0.045,0
0.148666666666667,0.003,0,1.08,1.56,0.0147526183863099,0,-0.045,0
0.148666666666667,0.003,6.4,0,0,0.0193222945992845,0,0,0.266666666666667
0.148666666666667,0.003,6.4,0,0.52,0.0207830927329493,0,0,0.266666666666667
0.148666666666667,0.003,6.4,0,1.04,0.0222438908666007,0,0,0.266666666666667
0.148666666666667,0.003,6.4,0,1.56,0.0237046890002621,0,0,0.266666666666667
0.148666666666667,0.003,6.4,0.36,0,0.0203336163841186,0,-0.015,0.266666666666667
0.148666666666667,0.003,6.4,0.36,0.52,0.0217944145177787,0,-0.015,0.266666666666667
0.148666666666667,0.003,6.4,0.36,1.04,0.0232552126514276,0,-0.015,0.266666666666667
0.148666666666667,0.003,6.4,0.36,1.56,0.0247160107850808,0,-0.015,0.266666666666667
0.148666666666667,0.003,6.4,0.72,0,0.0213449381689506,0,-0.03,0.266666666666667
0.148666666666667,0.003,6.4,0.72,0.52,0.0228057363026106,0,-0.03,0.266666666666667
0.148666666666667,0.003,6.4,0.72,1.04,0.0242665344362684,0,-0.03,0.266666666666667
0.148666666666667,0.003,6.4,0.72,1.56,0.0257273325699281,0,-0.03,0.266666666666667
0.148666666666667,0.003,6.4,1.08,0,0.0223562599538032,0,-0.045,0.266666666666667
0.148666666666667,0.003,6.4,1.08,0.52,0.0238170580874514,0,-0.045,0.266666666666667
0.148666666666667,0.003,6.4,1.08,1.04,0.0252778562211087,0,-0.045,0.266666666666667
0.148666666666667,0.003,6.4,1.08,1.56,0.0267386543547635,0,-0.045,0.266666666666667
0.148666666666667,0.003,12.8,0,0,0.0313083305677449,0,0,0.533333333333333
0.148666666666667,0.003,12.8,0,0.52,0.0327691287013783,0,0,0.533333333333333
0.148666666666667,0.003,12.8,0,1.04,0.0342299268350347,0,0,0.533333333333333
0.148666666666667,0.003,12.8,0,1.56,0.0356907249686904,0,0,0.533333333333333
0.148666666666667,0.003,12.8,0.36,0,0.0323196523525693,0,-0.015,0.533333333333333
0.148666666666667,0.003,12.8,0.36,0.52,0.0337804504862168,0,-0.015,0.533333333333333
0.148666666666667,0.003,12.8,0.36,1.04,0.0352412486198628,0,-0.015,0.533333333333333
0.148666666666667,0.003,12.8,0.36,1.56,0.0367020467535344,0,-0.015,0.533333333333333
0.148666666666667,0.003,12.8,0.72,0,0.0333309741374102,0,-0.03,0.533333333333333
0.148666666666667,0.003,12.8,0.72,0.52,0.0347917722710546,0,-0.03,0.533333333333333
0.148666666666667,0.003,12.8,0.72,1.04,0.036252570404715,0,-0.03,0.533333333333333
0.148666666666667,0.003,12.8,0.72,1.56,0.037713368538379,0,-0.03,0.533333333333333
0.148666666666667,0.003,12.8,1.08,0,0.0343422959222454,0,-0.045,0.533333333333333
0.148666666666667,0.003,12.8,1.08,0.52,0.0358030940559051,0,-0.045,0.533333333333333
0.148666666666667,0.003,12.8,1.08,1.04,0.0372638921895483,0,-0.045,0.533333333333333
0.148666666666667,0.003,12.8,1.08,1.56,0.0387246903232072,0,-0.045,0.533333333333333
0.148666666666667,0.003,19.2,0,0,0.0432943665361881,0,0,0.8
0.148666666666667,0.003,19.2,0,0.52,0.0447551646698343,0,0,0.8
0.148666666666667,0.003,19.2,0,1.04,0.0462159628034861,0,0,0.8
0.148666666666667,0.003,19.2,0,1.56,0.047676760937145,0,0,0.8
0.148666666666667,0.003,19.2,0.36,0,0.0443056883210171,0,-0.015,0.8
0.148666666666667,0.003,19.2,0.36,0.52,0.0457664864546595,0,-0.015,0.8
0.148666666666667,0.003,19.2,0.36,1.04,0.0472272845883148,0,-0.015,0.8
0.148666666666667,0.003,19.2,0.36,1.56,0.0486880827219653,0,-0.015,0.8
0.148666666666667,0.003,19.2,0.72,0,0.0453170101058486,0,-0.03,0.8
0.148666666666667,0.003,19.2,0.72,0.52,0.0467778082395041,0,-0.03,0.8
0.148666666666667,0.003,19.2,0.72,1.04,0.04823860637316,0,-0.03,0.8
0.148666666666667,0.003,19.2,0.72,1.56,0.0496994045068236,0,-0.03,0.8
0.148666666666667,0.003,19.2,1.08,0,0.0463283318907041,0,-0.045,0.8
0.148666666666667,0.003,19.2,1.08,0.52,0.0477891300243418,0,-0.045,0.8
0.148666666666667,0.003,19.2,1.08,1.04,0.049249928158003,0,-0.045,0.8
0.148666666666667,0.003,19.2,1.08,1.56,0.0507107262916496,0,-0.045,0.8
0.148666666666667,0.002,0,0,0,0.00726883717851376,0,0,0
0.148666666666667,0.002,0,0,0.52,0.00872963531216822,0,0,0
0.148666666666667,0.002,0,0,1.04,0.0101904334458209,0,0,0
0.148666666666667,0.002,0,0,1.56,0.0116512315794773,0,0,0
0.148666666666667,0.002,0,0.36,0,0.00828015896335312,0,-0.015,0
0.148666666666667,0.002,0,0.36,0.52,0.00974095709700803,0,-0.015,0
0.148666666666667,0.002,0,0.36,1.04,0.011201755230654,0,-0.015,0
0.148666666666667,0.002,0,0.36,1.56,0.0126625533643196,0,-0.015,0
0.148666666666667,0.002,0,0.72,0,0.00929148074819602,0,-0.03,0
0.148666666666667,0.002,0,0.72,0.52,0.0107522788818553,0,-0.03,0
0.148666666666667,0.002,0,0.72,1.04,0.0122130770155028,0,-0.03,0
0.148666666666667,0.002,0,0.72,1.56,0.0136738751491502,0,-0.03,0
0.148666666666667,0.002,0,1.08,0,0.0103028025330169,0,-0.045,0
0.148666666666667,0.002,0,1.08,0.52,0.011763600666687,0,-0.045,0
0.148666666666667,0.002,0,1.08,1.04,0.0132243988003321,0,-0.045,0
0.148666666666667,0.002,0,1.08,1.56,0.0146851969339996,0,-0.045,0
0.148666666666667,0.002,6.4,0,0,0.0192548731469621,0,0,0.266666666666667
0.148666666666667,0.002,6.4,0,0.52,0.0207156712806146,0,0,0.266666666666667
0.148666666666667,0.002,6.4,0,1.04,0.022176469414281,0,0,0.266666666666667
